,student_id,kc_id,probe_id,kc_appearance_count,answer
89,student_01,kc_5,kc_5_probe_0,11,0
90,student_01,kc_5,kc_5_probe_1,12,1
91,student_01,kc_6,kc_6_probe_2,0,0
92,student_01,kc_6,kc_6_probe_1,1,1
93,student_01,kc_6,kc_6_probe_0,2,1
94,student_01,kc_6,kc_6_probe_2,3,1
95,student_01,kc_7,kc_7_probe_0,0,0
96,student_01,kc_7,kc_7_probe_2,1,1
97,student_01,kc_7,kc_7_probe_0,2,1
98,student_01,kc_7,kc_7_probe_1,3,1
99,student_01,kc_8,kc_8_probe_0,0,0
100,student_01,kc_8,kc_8_probe_2,1,0
101,student_01,kc_8,kc_8_probe_1,2,0
102,student_01,kc_8,kc_8_probe_0,3,1
103,student_01,kc_8,kc_8_probe_0,4,0
104,student_01,kc_8,kc_8_probe_1,5,0
105,student_01,kc_8,kc_8_probe_2,6,0
106,student_01,kc_8,kc_8_probe_2,7,0
107,student_01,kc_8,kc_8_probe_2,8,0
108,student_01,kc_8,kc_8_probe_2,9,1
109,student_01,kc_8,kc_8_probe_0,10,1
110,student_01,kc_9,kc_9_probe_2,0,1
111,student_01,kc_9,kc_9_probe_1,1,0
112,student_01,kc_9,kc_9_probe_2,2,1
113,student_01,kc_9,kc_9_probe_0,3,0
114,student_01,kc_9,kc_9_probe_0,4,1
115,student_02,kc_0,kc_0_probe_1,0,1
116,student_02,kc_0,kc_0_probe_2,1,1
117,student_02,kc_0,kc_0_probe_2,2,1
118,student_02,kc_1,kc_1_probe_2,0,1
119,student_02,kc_1,kc_1_probe_2,1,1
120,student_02,kc_1,kc_1_probe_1,2,1
121,student_02,kc_2,kc_2_probe_0,0,0
122,student_02,kc_2,kc_2_probe_1,1,1
123,student_02,kc_2,kc_2_probe_1,2,1
124,student_02,kc_2,kc_2_probe_1,3,1
125,student_02,kc_3,kc_3_probe_1,0,1
126,student_02,kc_3,kc_3_probe_0,1,0
127,student_02,kc_3,kc_3_probe_1,2,0
128,student_02,kc_3,kc_3_probe_2,3,0
129,student_02,kc_3,kc_3_probe_2,4,1
130,student_02,kc_3,kc_3_probe_0,5,1
131,student_02,kc_4,kc_4_probe_1,0,0
132,student_02,kc_4,kc_4_probe_0,1,1
133,student_02,kc_4,kc_4_probe_1,2,1
134,student_02,kc_4,kc_4_probe_2,3,1
135,student_02,kc_5,kc_5_probe_0,0,0
136,student_02,kc_5,kc_5_probe_1,1,1
137,student_02,kc_5,kc_5_probe_0,2,1
138,student_02,kc_5,kc_5_probe_2,3,1
139,student_02,kc_6,kc_6_probe_0,0,0
140,student_02,kc_6,kc_6_probe_2,1,0
141,student_02,kc_6,kc_6_probe_1,2,1
142,student_02,kc_6,kc_6_probe_0,3,1
143,student_02,kc_6,kc_6_probe_1,4,0
144,student_02,kc_6,kc_6_probe_2,5,0
145,student_02,kc_6,kc_6_probe_1,6,1
146,student_02,kc_7,kc_7_probe_2,0,0
147,student_02,kc_7,kc_7_probe_0,1,1
148,student_02,kc_7,kc_7_probe_0,2,1
149,student_02,kc_7,kc_7_probe_0,3,1
150,student_02,kc_8,kc_8_probe_2,0,0
151,student_02,kc_8,kc_8_probe_2,1,0
152,student_02,kc_8,kc_8_probe_0,2,0
153,student_02,kc_8,kc_8_probe_2,3,0
154,student_02,kc_8,kc_8_probe_1,4,0
155,student_02,kc_8,kc_8_probe_0,5,0
156,student_02,kc_8,kc_8_probe_1,6,0
157,student_02,kc_8,kc_8_probe_2,7,0
158,student_02,kc_8,kc_8_probe_0,8,1
159,student_02,kc_8,kc_8_probe_2,9,1
160,student_02,kc_8,kc_8_probe_0,10,1
161,student_02,kc_9,kc_9_probe_2,0,1
162,student_02,kc_9,kc_9_probe_1,1,1
163,student_02,kc_9,kc_9_probe_1,2,1
164,student_03,kc_0,kc_0_probe_1,0,0
165,student_03,kc_0,kc_0_probe_0,1,0
166,student_03,kc_0,kc_0_probe_2,2,1
167,student_03,kc_0,kc_0_probe_0,3,1
168,student_03,kc_0,kc_0_probe_2,4,1
169,student_03,kc_1,kc_1_probe_1,0,1
170,student_03,kc_1,kc_1_probe_2,1,1
171,student_03,kc_1,kc_1_probe_2,2,1
172,student_03,kc_2,kc_2_probe_0,0,0
173,student_03,kc_2,kc_2_probe_0,1,0
174,student_03,kc_2,kc_2_probe_1,2,1
175,student_03,kc_2,kc_2_probe_0,3,0
176,student_03,kc_2,kc_2_probe_0,4,1
177,student_03,kc_2,kc_2_probe_1,5,1
178,student_03,kc_3,kc_3_probe_2,0,0
179,student_03,kc_3,kc_3_probe_1,1,1
180,student_03,kc_3,kc_3_probe_2,2,1
181,student_03,kc_3,kc_3_probe_2,3,1
182,student_03,kc_4,kc_4_probe_2,0,1
183,student_03,kc_4,kc_4_probe_0,1,1
184,student_03,kc_4,kc_4_probe_2,2,0
185,student_03,kc_4,kc_4_probe_0,3,1
186,student_03,kc_5,kc_5_probe_0,0,0
187,student_03,kc_5,kc_5_probe_0,1,1
188,student_03,kc_5,kc_5_probe_2,2,0
189,student_03,kc_5,kc_5_probe_1,3,1
190,student_03,kc_5,kc_5_probe_1,4,0
191,student_03,kc_5,kc_5_probe_2,5,1
192,student_03,kc_6,kc_6_probe_1,0,0
193,student_03,kc_6,kc_6_probe_2,1,0
194,student_03,kc_6,kc_6_probe_2,2,1
195,student_03,kc_6,kc_6_probe_0,3,0
196,student_03,kc_6,kc_6_probe_0,4,1
197,student_03,kc_6,kc_6_probe_0,5,1
198,student_03,kc_7,kc_7_probe_2,0,0
199,student_03,kc_7,kc_7_probe_1,1,1
200,student_03,kc_7,kc_7_probe_2,2,1
201,student_03,kc_7,kc_7_probe_2,3,1
202,student_03,kc_8,kc_8_probe_1,0,1
203,student_03,kc_8,kc_8_probe_2,1,1
204,student_03,kc_8,kc_8_probe_0,2,1
205,student_03,kc_9,kc_9_probe_1,0,0
206,student_03,kc_9,kc_9_probe_0,1,0
207,student_03,kc_9,kc_9_probe_1,2,0
208,student_03,kc_9,kc_9_probe_1,3,0
209,student_03,kc_9,kc_9_probe_1,4,1
210,student_03,kc_9,kc_9_probe_0,5,1
211,student_03,kc_9,kc_9_probe_2,6,0
212,student_03,kc_9,kc_9_probe_2,7,1
213,student_04,kc_0,kc_0_probe_0,0,0
214,student_04,kc_0,kc_0_probe_2,1,1
215,student_04,kc_0,kc_0_probe_1,2,1
216,student_04,kc_0,kc_0_probe_0,3,1
217,student_04,kc_1,kc_1_probe_1,0,0
218,student_04,kc_1,kc_1_probe_2,1,1
219,student_04,kc_1,kc_1_probe_1,2,1
220,student_04,kc_1,kc_1_probe_0,3,1
221,student_04,kc_2,kc_2_probe_0,0,1
222,student_04,kc_2,kc_2_probe_2,1,1
223,student_04,kc_2,kc_2_probe_1,2,1
224,student_04,kc_3,kc_3_probe_1,0,1
225,student_04,kc_3,kc_3_probe_1,1,0
226,student_04,kc_3,kc_3_probe_1,2,0
227,student_04,kc_3,kc_3_probe_1,3,0
228,student_04,kc_3,kc_3_probe_0,4,0
229,student_04,kc_3,kc_3_probe_0,5,1
230,student_04,kc_3,kc_3_probe_2,6,1
231,student_04,kc_4,kc_4_probe_2,0,0
232,student_04,kc_4,kc_4_probe_1,1,1
233,student_04,kc_4,kc_4_probe_2,2,1
234,student_04,kc_4,kc_4_probe_1,3,1
235,student_04,kc_5,kc_5_probe_2,0,1
236,student_04,kc_5,kc_5_probe_1,1,0
237,student_04,kc_5,kc_5_probe_2,2,1
238,student_04,kc_5,kc_5_probe_2,3,1
239,student_04,kc_6,kc_6_probe_2,0,0
240,student_04,kc_6,kc_6_probe_1,1,0
241,student_04,kc_6,kc_6_probe_1,2,1
242,student_04,kc_6,kc_6_probe_0,3,1
243,student_04,kc_6,kc_6_probe_2,4,0
244,student_04,kc_6,kc_6_probe_2,5,0
245,student_04,kc_6,kc_6_probe_0,6,1
246,student_04,kc_7,kc_7_probe_1,0,0
247,student_04,kc_7,kc_7_probe_2,1,1
248,student_04,kc_7,kc_7_probe_2,2,1
249,student_04,kc_7,kc_7_probe_0,3,1
250,student_04,kc_8,kc_8_probe_1,0,0
251,student_04,kc_8,kc_8_probe_0,1,0
252,student_04,kc_8,kc_8_probe_2,2,0
253,student_04,kc_8,kc_8_probe_0,3,1
254,student_04,kc_8,kc_8_probe_1,4,1
255,student_04,kc_8,kc_8_probe_0,5,0
256,student_04,kc_8,kc_8_probe_1,6,1
257,student_04,kc_9,kc_9_probe_2,0,0
258,student_04,kc_9,kc_9_probe_2,1,1
259,student_04,kc_9,kc_9_probe_2,2,1
260,student_04,kc_9,kc_9_probe_1,3,1
261,student_05,kc_0,kc_0_probe_0,0,0
262,student_05,kc_0,kc_0_probe_0,1,1
263,student_05,kc_0,kc_0_probe_0,2,0
264,student_05,kc_0,kc_0_probe_0,3,1
265,student_05,kc_0,kc_0_probe_0,4,1
266,student_05,kc_1,kc_1_probe_2,0,1
267,student_05,kc_1,kc_1_probe_2,1,1
268,student_05,kc_1,kc_1_probe_1,2,1
269,student_05,kc_2,kc_2_probe_2,0,0
270,student_05,kc_2,kc_2_probe_0,1,0
271,student_05,kc_2,kc_2_probe_1,2,0
272,student_05,kc_2,kc_2_probe_1,3,0
273,student_05,kc_2,kc_2_probe_1,4,0
274,student_05,kc_2,kc_2_probe_0,5,0
275,student_05,kc_2,kc_2_probe_0,6,0
276,student_05,kc_2,kc_2_probe_1,7,0
277,student_05,kc_2,kc_2_probe_1,8,1
278,student_05,kc_2,kc_2_probe_1,9,1
279,student_05,kc_2,kc_2_probe_0,10,1
280,student_05,kc_3,kc_3_probe_2,0,1
281,student_05,kc_3,kc_3_probe_2,1,1
282,student_05,kc_3,kc_3_probe_0,2,1
283,student_05,kc_4,kc_4_probe_2,0,0
284,student_05,kc_4,kc_4_probe_0,1,1
285,student_05,kc_4,kc_4_probe_2,2,0
286,student_05,kc_4,kc_4_probe_2,3,1
287,student_05,kc_4,kc_4_probe_2,4,1
288,student_05,kc_5,kc_5_probe_1,0,0
289,student_05,kc_5,kc_5_probe_1,1,0
290,student_05,kc_5,kc_5_probe_0,2,1
291,student_05,kc_5,kc_5_probe_1,3,1
292,student_05,kc_5,kc_5_probe_0,4,1
293,student_05,kc_6,kc_6_probe_1,0,1
294,student_05,kc_6,kc_6_probe_1,1,1
295,student_05,kc_6,kc_6_probe_1,2,1
296,student_05,kc_7,kc_7_probe_2,0,0
297,student_05,kc_7,kc_7_probe_2,1,1
298,student_05,kc_7,kc_7_probe_2,2,1
299,student_05,kc_7,kc_7_probe_1,3,1
300,student_05,kc_8,kc_8_probe_2,0,0
301,student_05,kc_8,kc_8_probe_1,1,1
302,student_05,kc_8,kc_8_probe_2,2,0
303,student_05,kc_8,kc_8_probe_0,3,0
304,student_05,kc_8,kc_8_probe_2,4,1
305,student_05,kc_8,kc_8_probe_0,5,1
306,student_05,kc_9,kc_9_probe_1,0,0
307,student_05,kc_9,kc_9_probe_0,1,0
308,student_05,kc_9,kc_9_probe_1,2,1
309,student_05,kc_9,kc_9_probe_1,3,0
310,student_05,kc_9,kc_9_probe_2,4,1
311,student_05,kc_9,kc_9_probe_2,5,1
312,student_06,kc_0,kc_0_probe_0,0,1
313,student_06,kc_0,kc_0_probe_2,1,1
314,student_06,kc_0,kc_0_probe_1,2,1
315,student_06,kc_1,kc_1_probe_1,0,1
316,student_06,kc_1,kc_1_probe_0,1,1
317,student_06,kc_1,kc_1_probe_0,2,1
318,student_06,kc_2,kc_2_probe_2,0,0
319,student_06,kc_2,kc_2_probe_0,1,0
320,student_06,kc_2,kc_2_probe_0,2,0
321,student_06,kc_2,kc_2_probe_2,3,0
322,student_06,kc_2,kc_2_probe_1,4,0
323,student_06,kc_2,kc_2_probe_1,5,1
324,student_06,kc_2,kc_2_probe_0,6,1
325,student_06,kc_2,kc_2_probe_1,7,1
326,student_06,kc_3,kc_3_probe_0,0,0
327,student_06,kc_3,kc_3_probe_2,1,0
328,student_06,kc_3,kc_3_probe_1,2,0
329,student_06,kc_3,kc_3_probe_0,3,1
330,student_06,kc_3,kc_3_probe_0,4,1
331,student_06,kc_3,kc_3_probe_0,5,1
332,student_06,kc_4,kc_4_probe_1,0,1
333,student_06,kc_4,kc_4_probe_1,1,0
334,student_06,kc_4,kc_4_probe_2,2,0
335,student_06,kc_4,kc_4_probe_1,3,1
336,student_06,kc_4,kc_4_probe_0,4,0
337,student_06,kc_4,kc_4_probe_0,5,1
338,student_06,kc_5,kc_5_probe_0,0,0
339,student_06,kc_5,kc_5_probe_1,1,1
340,student_06,kc_5,kc_5_probe_1,2,1
341,student_06,kc_5,kc_5_probe_0,3,1
342,student_06,kc_6,kc_6_probe_2,0,0
343,student_06,kc_6,kc_6_probe_2,1,1
344,student_06,kc_6,kc_6_probe_2,2,1
345,student_06,kc_6,kc_6_probe_2,3,0
346,student_06,kc_6,kc_6_probe_0,4,0
347,student_06,kc_6,kc_6_probe_0,5,1
348,student_06,kc_7,kc_7_probe_2,0,1
349,student_06,kc_7,kc_7_probe_2,1,1
350,student_06,kc_7,kc_7_probe_2,2,1
351,student_06,kc_8,kc_8_probe_0,0,1
352,student_06,kc_8,kc_8_probe_1,1,1
353,student_06,kc_8,kc_8_probe_0,2,1
354,student_06,kc_9,kc_9_probe_0,0,0
355,student_06,kc_9,kc_9_probe_2,1,1
356,student_06,kc_9,kc_9_probe_1,2,1
357,student_06,kc_9,kc_9_probe_2,3,1
358,student_07,kc_0,kc_0_probe_2,0,0
359,student_07,kc_0,kc_0_probe_2,1,1
360,student_07,kc_0,kc_0_probe_0,2,0
361,student_07,kc_0,kc_0_probe_0,3,0
362,student_07,kc_0,kc_0_probe_0,4,1
363,student_07,kc_0,kc_0_probe_1,5,1
364,student_07,kc_1,kc_1_probe_0,0,1
365,student_07,kc_1,kc_1_probe_1,1,1
366,student_07,kc_1,kc_1_probe_0,2,1
367,student_07,kc_2,kc_2_probe_2,0,0
368,student_07,kc_2,kc_2_probe_1,1,0
369,student_07,kc_2,kc_2_probe_0,2,0
370,student_07,kc_2,kc_2_probe_1,3,0
371,student_07,kc_2,kc_2_probe_2,4,1
372,student_07,kc_2,kc_2_probe_1,5,1
373,student_07,kc_2,kc_2_probe_1,6,1
374,student_07,kc_3,kc_3_probe_1,0,1
375,student_07,kc_3,kc_3_probe_2,1,0
376,student_07,kc_3,kc_3_probe_0,2,0
377,student_07,kc_3,kc_3_probe_0,3,0
378,student_07,kc_3,kc_3_probe_2,4,0
379,student_07,kc_3,kc_3_probe_0,5,0
380,student_07,kc_3,kc_3_probe_0,6,0
381,student_07,kc_3,kc_3_probe_1,7,1
382,student_07,kc_3,kc_3_probe_1,8,0
383,student_07,kc_3,kc_3_probe_1,9,0
384,student_07,kc_3,kc_3_probe_2,10,0
385,student_07,kc_3,kc_3_probe_0,11,1
386,student_07,kc_4,kc_4_probe_1,0,0
387,student_07,kc_4,kc_4_probe_2,1,0
388,student_07,kc_4,kc_4_probe_0,2,0
389,student_07,kc_4,kc_4_probe_2,3,0
390,student_07,kc_4,kc_4_probe_2,4,0
391,student_07,kc_4,kc_4_probe_0,5,1
392,student_07,kc_4,kc_4_probe_0,6,1
393,student_07,kc_4,kc_4_probe_0,7,1
394,student_07,kc_5,kc_5_probe_1,0,0
395,student_07,kc_5,kc_5_probe_1,1,0
396,student_07,kc_5,kc_5_probe_2,2,1
397,student_07,kc_5,kc_5_probe_0,3,1
398,student_07,kc_5,kc_5_probe_2,4,1
399,student_07,kc_6,kc_6_probe_2,0,0
400,student_07,kc_6,kc_6_probe_0,1,1
401,student_07,kc_6,kc_6_probe_2,2,1
402,student_07,kc_6,kc_6_probe_2,3,1
403,student_07,kc_7,kc_7_probe_2,0,1
404,student_07,kc_7,kc_7_probe_0,1,1
405,student_07,kc_7,kc_7_probe_0,2,0
406,student_07,kc_7,kc_7_probe_1,3,1
407,student_07,kc_8,kc_8_probe_0,0,0
408,student_07,kc_8,kc_8_probe_0,1,0
409,student_07,kc_8,kc_8_probe_1,2,1
410,student_07,kc_8,kc_8_probe_0,3,1
411,student_07,kc_8,kc_8_probe_2,4,0
412,student_07,kc_8,kc_8_probe_2,5,1
413,student_07,kc_9,kc_9_probe_2,0,1
414,student_07,kc_9,kc_9_probe_1,1,1
415,student_07,kc_9,kc_9_probe_1,2,1
416,student_08,kc_0,kc_0_probe_0,0,0
417,student_08,kc_0,kc_0_probe_1,1,1
418,student_08,kc_0,kc_0_probe_2,2,1
419,student_08,kc_0,kc_0_probe_0,3,0
420,student_08,kc_0,kc_0_probe_2,4,1
421,student_08,kc_1,kc_1_probe_1,0,0
422,student_08,kc_1,kc_1_probe_2,1,0
423,student_08,kc_1,kc_1_probe_0,2,0
424,student_08,kc_1,kc_1_probe_1,3,1
425,student_08,kc_1,kc_1_probe_0,4,1
426,student_08,kc_1,kc_1_probe_1,5,1
427,student_08,kc_2,kc_2_probe_2,0,0
428,student_08,kc_2,kc_2_probe_2,1,0
429,student_08,kc_2,kc_2_probe_1,2,1
430,student_08,kc_2,kc_2_probe_0,3,1
431,student_08,kc_2,kc_2_probe_0,4,0
432,student_08,kc_2,kc_2_probe_0,5,0
433,student_08,kc_2,kc_2_probe_0,6,1
434,student_08,kc_3,kc_3_probe_2,0,1
435,student_08,kc_3,kc_3_probe_1,1,1
436,student_08,kc_3,kc_3_probe_1,2,1
437,student_08,kc_4,kc_4_probe_1,0,0
438,student_08,kc_4,kc_4_probe_0,1,0
439,student_08,kc_4,kc_4_probe_0,2,0
440,student_08,kc_4,kc_4_probe_1,3,0
441,student_08,kc_4,kc_4_probe_0,4,0
442,student_08,kc_4,kc_4_probe_0,5,0
443,student_08,kc_4,kc_4_probe_1,6,1
444,student_08,kc_4,kc_4_probe_2,7,1
445,student_08,kc_4,kc_4_probe_1,8,1
446,student_08,kc_5,kc_5_probe_1,0,0
447,student_08,kc_5,kc_5_probe_2,1,0
448,student_08,kc_5,kc_5_probe_0,2,0
449,student_08,kc_5,kc_5_probe_0,3,0
450,student_08,kc_5,kc_5_probe_1,4,0
451,student_08,kc_5,kc_5_probe_2,5,0
452,student_08,kc_5,kc_5_probe_1,6,0
453,student_08,kc_5,kc_5_probe_2,7,0
454,student_08,kc_5,kc_5_probe_2,8,0
455,student_08,kc_5,kc_5_probe_1,9,0
456,student_08,kc_5,kc_5_probe_1,10,0
457,student_08,kc_5,kc_5_probe_2,11,0
458,student_08,kc_5,kc_5_probe_0,12,0
459,student_08,kc_5,kc_5_probe_0,13,0
460,student_08,kc_5,kc_5_probe_1,14,0
461,student_08,kc_5,kc_5_probe_1,15,1
462,student_08,kc_5,kc_5_probe_2,16,1
463,student_08,kc_5,kc_5_probe_0,17,1
464,student_08,kc_6,kc_6_probe_0,0,0
465,student_08,kc_6,kc_6_probe_2,1,1
466,student_08,kc_6,kc_6_probe_1,2,1
467,student_08,kc_6,kc_6_probe_2,3,1
468,student_08,kc_7,kc_7_probe_0,0,1
469,student_08,kc_7,kc_7_probe_0,1,1
470,student_08,kc_7,kc_7_probe_0,2,0
471,student_08,kc_7,kc_7_probe_1,3,1
472,student_08,kc_8,kc_8_probe_0,0,0
473,student_08,kc_8,kc_8_probe_0,1,1
474,student_08,kc_8,kc_8_probe_0,2,1
475,student_08,kc_8,kc_8_probe_1,3,1
476,student_08,kc_9,kc_9_probe_1,0,1
477,student_08,kc_9,kc_9_probe_1,1,0
478,student_08,kc_9,kc_9_probe_1,2,1
479,student_08,kc_9,kc_9_probe_0,3,1
480,student_09,kc_0,kc_0_probe_0,0,0
481,student_09,kc_0,kc_0_probe_2,1,1
482,student_09,kc_0,kc_0_probe_0,2,1
483,student_09,kc_0,kc_0_probe_0,3,1
484,student_09,kc_1,kc_1_probe_1,0,1
485,student_09,kc_1,kc_1_probe_2,1,1
486,student_09,kc_1,kc_1_probe_1,2,1
487,student_09,kc_2,kc_2_probe_1,0,0
488,student_09,kc_2,kc_2_probe_0,1,0
489,student_09,kc_2,kc_2_probe_1,2,1
490,student_09,kc_2,kc_2_probe_2,3,1
491,student_09,kc_2,kc_2_probe_1,4,1
492,student_09,kc_3,kc_3_probe_0,0,0
493,student_09,kc_3,kc_3_probe_1,1,0
494,student_09,kc_3,kc_3_probe_2,2,0
495,student_09,kc_3,kc_3_probe_1,3,1
496,student_09,kc_3,kc_3_probe_0,4,1
497,student_09,kc_3,kc_3_probe_1,5,1
498,student_09,kc_4,kc_4_probe_1,0,0
499,student_09,kc_4,kc_4_probe_2,1,1
500,student_09,kc_4,kc_4_probe_2,2,0
501,student_09,kc_4,kc_4_probe_0,3,0
502,student_09,kc_4,kc_4_probe_2,4,1
503,student_09,kc_4,kc_4_probe_2,5,1
504,student_09,kc_5,kc_5_probe_2,0,0
505,student_09,kc_5,kc_5_probe_0,1,0
506,student_09,kc_5,kc_5_probe_1,2,0
507,student_09,kc_5,kc_5_probe_0,3,1
508,student_09,kc_5,kc_5_probe_2,4,1
509,student_09,kc_5,kc_5_probe_1,5,1
510,student_09,kc_6,kc_6_probe_2,0,0
511,student_09,kc_6,kc_6_probe_1,1,0
512,student_09,kc_6,kc_6_probe_2,2,1
513,student_09,kc_6,kc_6_probe_0,3,1
514,student_09,kc_6,kc_6_probe_0,4,1
515,student_09,kc_7,kc_7_probe_0,0,0
516,student_09,kc_7,kc_7_probe_2,1,1
517,student_09,kc_7,kc_7_probe_0,2,1
518,student_09,kc_7,kc_7_probe_2,3,1
519,student_09,kc_8,kc_8_probe_0,0,1
520,student_09,kc_8,kc_8_probe_2,1,1
521,student_09,kc_8,kc_8_probe_1,2,1
522,student_09,kc_9,kc_9_probe_0,0,1
523,student_09,kc_9,kc_9_probe_0,1,1
524,student_09,kc_9,kc_9_probe_0,2,1
525,student_10,kc_0,kc_0_probe_0,0,1
526,student_10,kc_0,kc_0_probe_0,1,1
527,student_10,kc_0,kc_0_probe_2,2,1
528,student_10,kc_1,kc_1_probe_2,0,1
529,student_10,kc_1,kc_1_probe_2,1,0
530,student_10,kc_1,kc_1_probe_2,2,1
531,student_10,kc_1,kc_1_probe_0,3,1
532,student_10,kc_2,kc_2_probe_1,0,0
533,student_10,kc_2,kc_2_probe_2,1,0
534,student_10,kc_2,kc_2_probe_1,2,1
535,student_10,kc_2,kc_2_probe_2,3,1
536,student_10,kc_2,kc_2_probe_1,4,1
537,student_10,kc_3,kc_3_probe_1,0,1
538,student_10,kc_3,kc_3_probe_1,1,0
539,student_10,kc_3,kc_3_probe_1,2,0
540,student_10,kc_3,kc_3_probe_2,3,0
541,student_10,kc_3,kc_3_probe_1,4,1
542,student_10,kc_3,kc_3_probe_0,5,1
543,student_10,kc_4,kc_4_probe_2,0,0
544,student_10,kc_4,kc_4_probe_1,1,0
545,student_10,kc_4,kc_4_probe_0,2,0
546,student_10,kc_4,kc_4_probe_0,3,0
547,student_10,kc_4,kc_4_probe_1,4,1
548,student_10,kc_4,kc_4_probe_1,5,1
549,student_10,kc_4,kc_4_probe_1,6,1
550,student_10,kc_5,kc_5_probe_1,0,0
551,student_10,kc_5,kc_5_probe_2,1,0
552,student_10,kc_5,kc_5_probe_2,2,1
553,student_10,kc_5,kc_5_probe_0,3,1
554,student_10,kc_5,kc_5_probe_2,4,1
555,student_10,kc_6,kc_6_probe_2,0,0
556,student_10,kc_6,kc_6_probe_1,1,0
